title,make,model,year,mileage_km,price_usd,fuel,gearbox,city,listing_date,url
Mercedes-Benz GLE-Class 2019,Mercedes-Benz,GLE-Class,2019,99000,65500,Бензин,Автомат,Київ,2026-06-12,https://auto.ria.com/uk/auto_mercedes-benz_gle-class_39941175.html
Kia Sportage 2017,Kia,Sportage,2017,171000,14500,Дизель,Ручна / Механіка,Бровари,2026-06-19,https://auto.ria.com/uk/auto_kia_sportage_38083643.html
Toyota Highlander 2011,Toyota,Highlander,2011,176000,14750,Бензин,Автомат,Охтирка,2026-06-19,https://auto.ria.com/uk/auto_toyota_highlander_40041627.html
Renault Megane 2019,Renault,Megane,2019,82000,17700,Дизель,Автомат,Київ,2026-06-18,https://auto.ria.com/uk/auto_renault_megane_40035789.html
Citroen C-Elysee 2023,Citroen,C-Elysee,2023,26000,12990,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_citroen_c-elysee_39980080.html
Land Rover Range Rover Evoque 2019,Land,Rover,2019,50000,32999,Дизель,Автомат,Одеса,2026-06-18,https://auto.ria.com/uk/auto_land-rover_range-rover-evoque_40035625.html
BMW X5 2023,BMW,X5,2023,55000,94999,Дизель,Автомат,Одеса,2026-06-18,https://auto.ria.com/uk/auto_bmw_x5_40034530.html
Renault Zoe 2017,Renault,Zoe,2017,112000,10800,Електро,,Калуш,2026-06-18,https://auto.ria.com/uk/auto_renault_zoe_40034423.html
BMW X7 2019,BMW,X7,2019,121000,57999,Бензин,Автомат,Одеса,2026-06-17,https://auto.ria.com/uk/auto_bmw_x7_39141097.html
BMW 5 Series 2024,BMW,5,2024,35000,94999,Гібрид,Автомат,Одеса,2026-06-17,https://auto.ria.com/uk/auto_bmw_5-series_39609220.html
Skoda Fabia 2006,Skoda,Fabia,2006,210000,4290,Бензин,Ручна / Механіка,Київ,,https://auto.ria.com/uk/auto_skoda_fabia_39984477.html
Land Rover Range Rover Evoque 2021,Land,Rover,2021,49000,42999,Дизель,Автомат,Одеса,2026-06-24,https://auto.ria.com/uk/auto_land-rover_range-rover-evoque_40027738.html
Dacia Logan 2008,Dacia,Logan,2008,208000,3300,Бензин,Ручна / Механіка,Львів (Львівська),2026-06-15,https://auto.ria.com/uk/auto_dacia_logan_38878422.html
Audi A4 2015,Audi,A4,2015,195000,11500,Бензин,,Одеса,2026-06-15,https://auto.ria.com/uk/auto_audi_a4_40021317.html
Volkswagen Touareg 2011,Volkswagen,Touareg,2011,232000,18400,Дизель,Автомат,Тернопіль,2026-06-15,https://auto.ria.com/uk/auto_volkswagen_touareg_40020920.html
Land Rover Range Rover Evoque 2020,Land,Rover,2020,54000,27500,Бензин,Автомат,Київ,2026-06-14,https://auto.ria.com/uk/auto_land-rover_range-rover-evoque_39887041.html
Mercedes-Benz M-Class 2012,Mercedes-Benz,M-Class,2012,240000,21999,Дизель,Автомат,Чернівці (Чернівецька),2026-06-13,https://auto.ria.com/uk/auto_mercedes-benz_m-class_39869354.html
Toyota Land Cruiser 2011,Toyota,Land,2011,286000,27000,Дизель,Автомат,Вінниця,2026-06-11,https://auto.ria.com/uk/auto_toyota_land-cruiser_38101609.html
BMW X4 2016,BMW,X4,2016,100000,22290,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_bmw_x4_39978606.html
BMW X1 2011,BMW,X1,2011,154000,9700,Бензин,Автомат,Одеса,2026-06-11,https://auto.ria.com/uk/auto_bmw_x1_40002860.html
Porsche Macan 2021,Porsche,Macan,2021,12000,58999,Бензин,Автомат,Львів (Львівська),2026-06-10,https://auto.ria.com/uk/auto_porsche_macan_39713646.html
Toyota Land Cruiser Prado 2019,Toyota,Land,2019,118000,40999,Бензин,Автомат,Одеса,2026-06-10,https://auto.ria.com/uk/auto_toyota_land-cruiser-prado_39712283.html
BMW X7 2023,BMW,X7,2023,72000,110999,Дизель,Автомат,Одеса,2026-06-10,https://auto.ria.com/uk/auto_bmw_x7_39694481.html
Land Rover Range Rover 2012,Land,Rover,2012,272000,18990,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_land-rover_range-rover_39984147.html
Volkswagen Passat 2009,Volkswagen,Passat,2009,228000,5999,Дизель,Ручна / Механіка,Чернігів,2026-06-05,https://auto.ria.com/uk/auto_volkswagen_passat_39703052.html
Land Rover Range Rover 2013,Land,Rover,2013,57000,38999,Бензин,Автомат,Львів (Львівська),2026-06-04,https://auto.ria.com/uk/auto_land-rover_range-rover_39831943.html
Audi Q7 2020,Audi,Q7,2020,91000,59999,Дизель,Автомат,Одеса,2026-06-04,https://auto.ria.com/uk/auto_audi_q7_39218663.html
Ford Escape 2024,Ford,Escape,2024,18000,21500,Бензин,Автомат,Київ,2026-09-24,https://auto.ria.com/uk/auto_ford_escape_38952328.html
Audi A6 2005,Audi,A6,2005,300000,8499,Дизель,Ручна / Механіка,Вінниця,,https://auto.ria.com/uk/auto_audi_a6_39276085.html
Mercedes-Benz E-Class 2001,Mercedes-Benz,E-Class,2001,290000,2800,Бензин,Ручна / Механіка,Самбір,,https://auto.ria.com/uk/auto_mercedes-benz_e-class_37905830.html
Tesla Model Y 2023,Tesla,Model,2023,21000,28999,Електро,,Одеса,,https://auto.ria.com/uk/auto_tesla_model-y_39952022.html
BMW X7 2025,BMW,X7,2025,1000,154999,Гібрид,Автомат,Одеса,,https://auto.ria.com/uk/auto_bmw_x7_39954477.html
Opel Insignia 2012,Opel,Insignia,2012,255000,8000,Дизель,Автомат,Глиниці,,https://auto.ria.com/uk/auto_opel_insignia_40085982.html
Ford Focus 2013,Ford,Focus,2013,67000,8400,Бензин,,Дніпро (Дніпропетровськ),,https://auto.ria.com/uk/auto_ford_focus_40085974.html
BMW X5 M 2020,BMW,X5,2020,85000,64500,Бензин,Автомат,Дніпро (Дніпропетровськ),,https://auto.ria.com/uk/auto_bmw_x5-m_40085962.html
Renault Megane 2014,Renault,Megane,2014,225000,9600,Дизель,Ручна / Механіка,Львів (Львівська),,https://auto.ria.com/uk/auto_renault_megane_40085954.html
Chevrolet Bolt EV 2018,Chevrolet,Bolt,2018,90000,14699,Електро,,Харків,2026-06-29,https://auto.ria.com/uk/auto_chevrolet_bolt-ev_40084658.html
Skoda Octavia 2011,Skoda,Octavia,2011,235000,7800,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-29,https://auto.ria.com/uk/auto_skoda_octavia_40084350.html
BMW 5 Series 1990,BMW,5,1990,270000,2900,Бензин,Ручна / Механіка,Хмельницький,2026-06-29,https://auto.ria.com/uk/auto_bmw_5-series_39968016.html
Ford Escape 2013,Ford,Escape,2013,190000,9500,Бензин,Автомат,Київ,2026-06-29,https://auto.ria.com/uk/auto_ford_escape_40084054.html
Skoda Fabia 2011,Skoda,Fabia,2011,218000,8200,Бензин,Автомат,Мукачево,2026-06-29,https://auto.ria.com/uk/auto_skoda_fabia_40083810.html
Toyota Avensis 2009,Toyota,Avensis,2009,292000,8050,,,Жовті Води,2026-06-28,https://auto.ria.com/uk/auto_toyota_avensis_40080848.html
Chrysler Pacifica 2017,Chrysler,Pacifica,2017,156000,21490,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_chrysler_pacifica_39980220.html
Chery QQ 2007,Chery,QQ,2007,114000,1999,Бензин,Ручна / Механіка,Київ,2026-06-27,https://auto.ria.com/uk/auto_chery_qq_40076098.html
Toyota Hilux 2024,Toyota,Hilux,2024,32000,41000,Дизель,Автомат,Рівне (Рівненська),2026-06-26,https://auto.ria.com/uk/auto_toyota_hilux_40075340.html
Hyundai Sonata 2010,Hyundai,Sonata,2010,273000,5990,Бензин,Ручна / Механіка,Київ,,https://auto.ria.com/uk/auto_hyundai_sonata_39975568.html
Volkswagen CC / Passat CC 2014,Volkswagen,CC,2014,258000,7800,Бензин,Автомат,Львів (Львівська),2026-06-26,https://auto.ria.com/uk/auto_volkswagen_cc-passat-cc_39793184.html
Audi Q7 2014,Audi,Q7,2014,205000,25990,Дизель,Типтронік,Київ,,https://auto.ria.com/uk/auto_audi_q7_39975390.html
Opel Astra 2000,Opel,Astra,2000,320000,3300,Бензин,Ручна / Механіка,Кобеляки,2026-06-25,https://auto.ria.com/uk/auto_opel_astra_40069404.html
BMW X5 M 2010,BMW,X5,2010,104000,22489,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_bmw_x5-m_39975302.html
Mazda CX-5 2016,Mazda,CX-5,2016,89000,14190,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_mazda_cx-5_39975098.html
Opel Vivaro 2005,Opel,Vivaro,2005,406000,6300,Дизель,Ручна / Механіка,Ставище (Київська),2026-06-24,https://auto.ria.com/uk/auto_opel_vivaro_40061589.html
Infiniti QX50 2021,Infiniti,QX50,2021,62000,22900,Бензин,Варіатор,Полтава,2026-06-23,https://auto.ria.com/uk/auto_infiniti_qx50_40060522.html
Ford Focus C-Max 2008,Ford,Focus,2008,274000,4599,Дизель,Ручна / Механіка,Хмельницький,2026-06-23,https://auto.ria.com/uk/auto_ford_focus-c-max_39923693.html
Volkswagen Golf Plus 2006,Volkswagen,Golf,2006,191000,6000,Бензин,Ручна / Механіка,Черкаси,2026-06-23,https://auto.ria.com/uk/auto_volkswagen_golf-plus_40060070.html
Dodge Durango 2011,Dodge,Durango,2011,212000,14490,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_dodge_durango_39974981.html
Citroen C-Zero 2013,Citroen,C-Zero,2013,105000,4900,Електро,,Вінниця,2026-06-23,https://auto.ria.com/uk/auto_citroen_c-zero_36970739.html
Skoda Rapid 2016,Skoda,Rapid,2016,164000,8800,Бензин,Автомат,Одеса,2026-06-23,https://auto.ria.com/uk/auto_skoda_rapid_39672483.html
BMW 5 Series 2007,BMW,5,2007,250000,8900,Бензин,Автомат,Чернівці (Чернівецька),2026-06-22,https://auto.ria.com/uk/auto_bmw_5-series_39569864.html
Volvo C40 Recharge 2023,Volvo,C40,2023,45000,28990,Електро,,Київ,,https://auto.ria.com/uk/auto_volvo_c40-recharge_39974913.html
BMW 5 Series 2008,BMW,5,2008,399000,9100,Дизель,Автомат,Тячів,2026-06-21,https://auto.ria.com/uk/auto_bmw_5-series_40051530.html
Skoda Octavia 2011,Skoda,Octavia,2011,231000,8499,Дизель,Ручна / Механіка,Луцьк,2026-06-21,https://auto.ria.com/uk/auto_skoda_octavia_39971261.html
Peugeot 5008 2011,Peugeot,5008,2011,248000,8100,Дизель,Ручна / Механіка,Львів (Львівська),2026-06-20,https://auto.ria.com/uk/auto_peugeot_5008_39597878.html
Audi Q7 2008,Audi,Q7,2008,362000,12700,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_audi_q7_39974821.html
Volkswagen Transporter 2002,Volkswagen,Transporter,2002,485000,5800,Дизель,,Біла Церква,2026-06-19,https://auto.ria.com/uk/auto_volkswagen_transporter_40042106.html
Skoda Octavia 2008,Skoda,Octavia,2008,163000,7000,Бензин,Ручна / Механіка,Суми,2026-06-17,https://auto.ria.com/uk/auto_skoda_octavia_40032309.html
Nissan Qashqai 2011,Nissan,Qashqai,2011,220000,9999,Дизель,Ручна / Механіка,Ужгород,2026-06-15,https://auto.ria.com/uk/auto_nissan_qashqai_40022702.html
BMW X5 2017,BMW,X5,2017,245000,27500,Дизель,Автомат,Тернопіль,2026-06-14,https://auto.ria.com/uk/auto_bmw_x5_39476851.html
Renault Scenic 2010,Renault,Scenic,2010,280000,7500,Дизель,Робот,Київ,2026-06-11,https://auto.ria.com/uk/auto_renault_scenic_40004477.html
Renault Grand Scenic 2011,Renault,Grand,2011,219000,6999,Дизель,Робот,Вінниця,2026-06-09,https://auto.ria.com/uk/auto_renault_grand-scenic_39994444.html
Volkswagen Golf 2012,Volkswagen,Golf,2012,250000,8700,Бензин,Ручна / Механіка,Київ,,https://auto.ria.com/uk/auto_volkswagen_golf_39082622.html
Hyundai Sonata 2016,Hyundai,Sonata,2016,285000,9600,Газ,Автомат,Тернопіль,,https://auto.ria.com/uk/auto_hyundai_sonata_39966334.html
Volkswagen Passat 2015,Volkswagen,Passat,2015,239000,7000,Бензин,Автомат,Шептицький,,https://auto.ria.com/uk/auto_volkswagen_passat_39490388.html
Subaru Forester 2008,Subaru,Forester,2008,166000,8499,Бензин,Автомат,Тернопіль,,https://auto.ria.com/uk/auto_subaru_forester_38748104.html
BMW 5 Series 2004,BMW,5,2004,354000,8500,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_bmw_5-series_39676846.html
ВАЗ / Lada 21214 / 4x4 2007,ВАЗ,/,2007,277000,3000,Бензин,Ручна / Механіка,Київ,2026-06-29,https://auto.ria.com/uk/auto_vaz-lada_21214-4x4_40085623.html
Mercedes-Benz M-Class 2008,Mercedes-Benz,M-Class,2008,310000,15499,Дизель,Автомат,Ратне,2026-06-29,https://auto.ria.com/uk/auto_mercedes-benz_m-class_40085556.html
Audi Q5 2018,Audi,Q5,2018,60000,29700,Бензин,Автомат,Одеса,2026-06-29,https://auto.ria.com/uk/auto_audi_q5_39818583.html
Volkswagen Polo 2017,Volkswagen,Polo,2017,81000,10700,Бензин,Автомат,П'ятихатки,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_polo_39990126.html
Volkswagen Passat 2008,Volkswagen,Passat,2008,209000,7999,Бензин,Ручна / Механіка,Вінниця,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_passat_40085270.html
Volkswagen Touran 2008,Volkswagen,Touran,2008,188000,8350,Бензин,Ручна / Механіка,Вінниця,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_touran_40085252.html
Volkswagen Touran 2009,Volkswagen,Touran,2009,217000,8999,Бензин,Ручна / Механіка,Вінниця,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_touran_40085103.html
Skoda Octavia 2011,Skoda,Octavia,2011,310000,8900,Дизель,Автомат,Луцьк,2026-06-29,https://auto.ria.com/uk/auto_skoda_octavia_40085051.html
Kia Niro 2021,Kia,Niro,2021,111000,22500,Гібрид,Автомат,Львів (Львівська),2026-06-29,https://auto.ria.com/uk/auto_kia_niro_40084842.html
Volkswagen Caddy 2009,Volkswagen,Caddy,2009,215000,7999,Бензин,Ручна / Механіка,Вінниця,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_caddy_39974252.html
Jeep Compass 2019,Jeep,Compass,2019,93000,13300,Бензин,Автомат,Івано-Франківськ,2026-06-29,https://auto.ria.com/uk/auto_jeep_compass_40084525.html
BMW 5 Series 2007,BMW,5,2007,246000,8500,Дизель,Автомат,Одеса,2026-06-29,https://auto.ria.com/uk/auto_bmw_5-series_40084593.html
Toyota Camry 2007,Toyota,Camry,2007,335000,7599,Бензин,Автомат,Житомир,2026-06-29,https://auto.ria.com/uk/auto_toyota_camry_40084083.html
Dacia Lodgy 2012,Dacia,Lodgy,2012,327000,7400,Дизель,Ручна / Механіка,Одеса,2026-06-29,https://auto.ria.com/uk/auto_dacia_lodgy_39512863.html
Volkswagen Golf Plus 2010,Volkswagen,Golf,2010,154000,8490,Бензин,Автомат,Стрий,2026-06-29,https://auto.ria.com/uk/auto_volkswagen_golf-plus_40083460.html
Land Rover Range Rover 2023,Land,Rover,2023,71000,157000,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_land-rover_range-rover_39831839.html
MINI Cooper 2015,MINI,Cooper,2015,88000,11490,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_mini_cooper_39970771.html
Toyota Avensis 2015,Toyota,Avensis,2015,228000,10990,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_toyota_avensis_39970263.html
Hyundai Ioniq 2018,Hyundai,Ioniq,2018,160000,12100,Електро,,Київ,,https://auto.ria.com/uk/auto_hyundai_ioniq_39689089.html
Kia Niro 2020,Kia,Niro,2020,120000,18500,Електро,,Київ,,https://auto.ria.com/uk/auto_kia_niro_39969069.html
Audi A6 2020,Audi,A6,2020,109000,34300,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_audi_a6_39966030.html
Audi SQ8 2020,Audi,SQ8,2020,180000,64500,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_audi_sq8_38635109.html
Audi Q7 2025,Audi,Q7,2025,3000,98800,Дизель,Автомат,Київ,,https://auto.ria.com/uk/auto_audi_q7_39685893.html
Chevrolet Cruze 2016,Chevrolet,Cruze,2016,177000,7800,Бензин,Ручна / Механіка,Київ,2026-06-25,https://auto.ria.com/uk/auto_chevrolet_cruze_40070095.html
Hyundai Kona Electric 2020,Hyundai,Kona,2020,67000,19899,Електро,Автомат,Київ,,https://auto.ria.com/uk/auto_hyundai_kona-electric_39681541.html
Volkswagen e-Golf 2020,Volkswagen,e-Golf,2020,125000,13300,Електро,Автомат,Київ,,https://auto.ria.com/uk/auto_volkswagen_e-golf_39681586.html
DS 4 2022,DS,4,2022,10000,29490,Бензин,Автомат,Київ,,https://auto.ria.com/uk/auto_ds_4_39961706.html
Volkswagen Touareg 2024,Volkswagen,Touareg,2024,54000,73800,Дизель,Автомат,Дніпро (Дніпропетровськ),2026-06-23,https://auto.ria.com/uk/auto_volkswagen_touareg_39631912.html
Mercedes-Benz AMG GT 4-Door Coupe 2020,Mercedes-Benz,AMG,2020,75000,72999,Гібрид,Автомат,Київ,2026-06-22,https://auto.ria.com/uk/auto_mercedes-benz_amg-gt-4-door-coupe_39541427.html
Mercedes-Benz S-Class 2017,Mercedes-Benz,S-Class,2017,119000,48999,Бензин,Автомат,Київ,2026-06-22,https://auto.ria.com/uk/auto_mercedes-benz_s-class_39998497.html
Mercedes-Benz CLA-Class 2021,Mercedes-Benz,CLA-Class,2021,48000,42999,Бензин,Автомат,Київ,2026-06-22,https://auto.ria.com/uk/auto_mercedes-benz_cla-class_39550300.html
Mercedes-Benz EQE SUV 2024,Mercedes-Benz,EQE,2024,25000,44700,Електро,Автомат,Київ,2026-06-22,https://auto.ria.com/uk/auto_mercedes-benz_eqe-suv_39918268.html
MINI Cooper 2012,MINI,Cooper,2012,150000,9000,Бензин,Ручна / Механіка,Ізмаїл,2026-06-22,https://auto.ria.com/uk/auto_mini_cooper_40054615.html
Volkswagen Golf Plus 2013,Volkswagen,Golf,2013,193000,9199,Бензин,Ручна / Механіка,Луцьк,2026-06-19,https://auto.ria.com/uk/auto_volkswagen_golf-plus_40043122.html
BMW 5 Series 2017,BMW,5,2017,218000,26499,Дизель,Автомат,Хмельницький,2026-06-19,https://auto.ria.com/uk/auto_bmw_5-series_40042900.html
Volkswagen CC / Passat CC 2011,Volkswagen,CC,2011,147000,7200,Бензин,Автомат,Городок (Львівська),2026-06-19,https://auto.ria.com/uk/auto_volkswagen_cc-passat-cc_40041224.html
